Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
516,Ryan Trevitt,eng ENG,MF,Brentford,22-059,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
517,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-233,1990,24,14,1281,14.2,0,3,3,0,0,0,1,0,0.1,0.1,1.3,1.3,25,111,53,0.00,0.21,0.21,0.00,0.21,0.01,0.09,0.09,0.01,0.09,Matches
518,Leandro Trossard,be BEL,FW,Arsenal,30-157,1994,35,26,2354,26.2,8,5,13,8,0,0,4,1,6.8,6.8,5.3,12.0,75,95,207,0.31,0.19,0.50,0.31,0.50,0.26,0.20,0.46,0.26,0.46,Matches
519,Kostas Tsimikas,gr GRE,DF,Liverpool,28-363,1996,17,8,747,8.3,0,1,1,0,0,0,2,0,0.4,0.4,2.1,2.5,16,71,42,0.00,0.12,0.12,0.00,0.12,0.05,0.26,0.30,0.05,0.30,Matches
520,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-177,1997,19,17,1446,16.1,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,9,46,8,0.00,0.06,0.06,0.00,0.06,0.01,0.02,0.03,0.01,0.03,Matches
521,Destiny Udogie,it ITA,DF,Tottenham,22-163,2002,24,23,1834,20.4,0,1,1,0,0,0,2,0,0.3,0.3,1.5,1.8,54,120,93,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,Matches
522,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,24-029,2001,27,21,1706,19.0,1,2,3,1,0,0,10,0,1.0,1.0,1.1,2.1,16,59,20,0.05,0.11,0.16,0.05,0.16,0.05,0.06,0.11,0.05,0.11,Matches
523,Lesley Ugochukwu,fr FRA,MF,Southampton,21-045,2004,24,16,1525,16.9,1,1,2,1,0,0,6,0,0.9,0.9,1.0,1.9,29,49,20,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,Matches
524,Enes Ünal,tr TUR,"FW,MF",Bournemouth,28-000,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches
525,Virgil van Dijk,nl NED,DF,Liverpool,33-306,1991,35,35,3150,35.0,3,1,4,3,0,0,4,0,2.2,2.2,0.7,3.0,18,180,6,0.09,0.03,0.11,0.09,0.11,0.06,0.02,0.08,0.06,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
526,Jamie Vardy,eng ENG,FW,Leicester City,38-119,1987,33,33,2655,29.5,8,3,11,7,1,2,5,0,10.7,9.1,2.9,12.0,27,20,110,0.27,0.10,0.37,0.24,0.34,0.36,0.10,0.46,0.31,0.41,Matches
527,Renato Veiga,pt POR,"DF,MF",Chelsea,21-285,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
528,Joël Veltman,nl NED,DF,Brighton,33-115,1992,20,19,1665,18.5,0,0,0,0,0,0,4,0,0.5,0.5,0.5,0.9,30,80,32,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
529,Micky van de Ven,nl NED,DF,Tottenham,24-021,2001,12,11,950,10.6,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.00,0.19,0.19,0.00,0.19,0.05,0.11,0.16,0.05,0.16,Matches
530,Bart Verbruggen,nl NED,GK,Brighton,22-265,2002,33,33,2970,33.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
531,Jannik Vestergaard,dk DEN,DF,Leicester City,32-280,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,3,32,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
532,Guglielmo Vicario,it ITA,GK,Tottenham,28-215,1996,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
533,Carlos Vinícius,br BRA,"MF,FW",Fulham,30-046,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
534,Kyle Walker,eng ENG,DF,Manchester City,34-347,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
535,Kyle Walker-Peters,eng ENG,DF,Southampton,28-027,1997,33,33,2918,32.4,0,2,2,0,0,0,5,0,0.8,0.8,2.8,3.6,114,139,144,0.00,0.06,0.06,0.00,0.06,0.03,0.09,0.11,0.03,0.11,Matches
536,Christian Walton,eng ENG,GK,Ipswich Town,29-182,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
537,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-165,1997,33,32,2884,32.0,2,3,5,2,0,0,1,0,1.2,1.2,3.2,4.4,101,132,150,0.06,0.09,0.16,0.06,0.16,0.04,0.10,0.14,0.04,0.14,Matches
538,Danny Ward,wls WAL,GK,Leicester City,31-322,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
539,Joel Ward,eng ENG,DF,Crystal Palace,35-193,1989,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
540,James Ward-Prowse,eng ENG,MF,West Ham,30-190,1994,12,9,813,9.0,0,1,1,0,0,0,2,0,0.6,0.6,1.3,1.9,9,47,4,0.00,0.11,0.11,0.00,0.11,0.07,0.14,0.21,0.07,0.21,Matches
541,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-190,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.00,0.23,0.23,0.00,0.23,0.01,0.25,0.26,0.01,0.26,Matches
542,Ollie Watkins,eng ENG,FW,Aston Villa,29-131,1995,35,28,2333,25.9,15,7,22,13,2,2,2,0,14.7,13.2,3.0,16.2,52,29,148,0.58,0.27,0.85,0.50,0.77,0.57,0.12,0.69,0.51,0.62,Matches
543,Adam Webster,eng ENG,DF,Brighton,30-126,1995,11,8,617,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7,40,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.00,0.08,Matches
544,Danny Welbeck,eng ENG,FW,Brighton,34-165,1990,28,22,1942,21.6,9,4,13,9,0,0,5,0,8.1,8.1,1.2,9.3,19,42,83,0.42,0.19,0.60,0.42,0.60,0.38,0.06,0.43,0.38,0.43,Matches
545,Welington,br BRA,"DF,MF",Southampton,24-080,2001,7,3,215,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,6,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
546,Timo Werner,de GER,"FW,MF",Tottenham,29-065,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.00,0.52,0.52,0.00,0.52,0.17,0.44,0.61,0.17,0.61,Matches
547,Adam Wharton,eng ENG,MF,Crystal Palace,20-342,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.00,0.14,0.14,0.00,0.14,0.03,0.21,0.23,0.03,0.23,Matches
548,Ben White,eng ENG,DF,Arsenal,27-214,1997,14,10,941,10.5,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,11,44,28,0.00,0.10,0.10,0.00,0.10,0.04,0.08,0.12,0.04,0.12,Matches
549,Mats Wieffer,nl NED,"MF,DF",Brighton,25-175,1999,22,7,745,8.3,1,3,4,1,0,0,5,0,0.7,0.7,1.5,2.2,13,52,18,0.12,0.36,0.48,0.12,0.48,0.09,0.18,0.27,0.09,0.27,Matches
550,Neco Williams,wls WAL,DF,Nott'ham Forest,24-027,2001,32,25,2324,25.8,1,3,4,1,0,0,7,0,2.3,2.3,1.5,3.8,60,82,86,0.04,0.12,0.15,0.04,0.15,0.09,0.06,0.15,0.09,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
551,Willian,br BRA,"FW,MF",Fulham,36-274,1988,9,2,241,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,9,38,31,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.27,0.10,0.27,Matches
552,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-263,1999,30,11,1026,11.4,0,2,2,0,0,0,3,0,1.6,1.6,1.9,3.5,36,38,82,0.00,0.18,0.18,0.00,0.18,0.14,0.17,0.31,0.14,0.31,Matches
553,Callum Wilson,eng ENG,FW,Newcastle Utd,33-072,1992,15,1,285,3.2,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,5,3,12,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,Matches
554,Harry Wilson,wls WAL,"FW,MF",Fulham,28-049,1997,22,10,1003,11.1,5,1,6,5,0,0,2,0,3.7,3.7,1.1,4.8,17,48,83,0.45,0.09,0.54,0.45,0.54,0.33,0.10,0.43,0.33,0.43,Matches
555,Harry Winks,eng ENG,MF,Leicester City,29-097,1996,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.09,0.01,0.09,Matches
556,Ben Winterburn,eng ENG,"FW,MF",Bournemouth,20-248,2004,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
557,Yoane Wissa,cd COD,FW,Brentford,28-249,1996,32,31,2650,29.4,18,3,21,18,0,0,2,0,16.5,16.5,1.8,18.3,51,57,135,0.61,0.10,0.71,0.61,0.71,0.56,0.06,0.62,0.56,0.62,Matches
558,Chris Wood,nz NZL,FW,Nott'ham Forest,33-154,1991,33,32,2689,29.9,19,3,22,16,3,3,1,0,11.7,9.3,2.5,11.8,13,36,87,0.64,0.10,0.74,0.54,0.64,0.39,0.08,0.47,0.31,0.40,Matches
559,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-344,2002,9,7,624,6.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches
560,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-201,1998,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
561,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-070,2004,28,12,1196,13.3,0,0,0,0,0,0,5,0,0.6,0.6,0.9,1.5,15,52,44,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.11,0.05,0.11,Matches
562,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-170,1997,32,18,1874,20.8,2,1,3,2,0,0,10,0,2.3,2.3,1.1,3.4,17,48,14,0.10,0.05,0.14,0.10,0.14,0.11,0.05,0.16,0.11,0.16,Matches
563,Leny Yoro,fr FRA,DF,Manchester Utd,19-178,2005,20,11,1114,12.4,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,19,52,4,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches
564,Ashley Young,eng ENG,"DF,FW",Everton,39-305,1985,29,17,1622,18.0,1,3,4,1,0,0,6,1,0.3,0.3,1.6,1.8,20,83,27,0.06,0.17,0.22,0.06,0.22,0.01,0.09,0.10,0.01,0.10,Matches
565,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-251,2002,33,32,2842,31.6,0,0,0,0,0,0,3,1,1.1,1.1,0.6,1.6,25,128,4,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
566,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-146,1996,13,4,455,5.1,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.4,10,37,12,0.00,0.20,0.20,0.00,0.20,0.05,0.03,0.08,0.05,0.08,Matches
567,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-353,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,0.19,0.06,0.26,0.19,0.26,0.31,0.10,0.41,0.31,0.41,Matches
568,Martin Ødegaard,no NOR,MF,Arsenal,26-144,1998,27,24,2130,23.7,2,7,9,1,1,1,4,0,4.6,3.8,5.0,8.8,82,240,144,0.08,0.30,0.38,0.04,0.34,0.19,0.21,0.41,0.16,0.37,Matches
